slug,region_name,year,month,period,split,dengue_cases,dengue_deaths,incidence_per100k,mean_temp_C,rainfall_mm,humidity_pct,hot_days,population,pop_density_km2,urban_pct,poverty_fam_pct,oni,oni_lag3,rainfall_lag1,rainfall_anomaly_mm,humidity_lag1,temp_lag3,cases_lag1,cases_lag12,ovitrap_pct,ovitrap_lag1,is_demo_fixture
R12,Region XII (SOCCSKSARGEN),2018,2,2018-02,train,510,1,10.72,25.83,99.5,72.5,0,4759002,208.86,53.32,22.35,-0.8,-0.8,118.1,-15.3,78.6,26.03,558,118,19.3,24.3,1
R12,Region XII (SOCCSKSARGEN),2018,3,2018-03,train,579,1,12.17,26.99,128.9,75.6,0,4759002,208.86,53.32,22.35,-0.6,-0.9,99.5,-46.4,72.5,26.13,510,114,18.3,19.3,1
R12,Region XII (SOCCSKSARGEN),2018,4,2018-04,train,240,1,5.04,27.65,87.9,70.5,0,4759002,208.86,53.32,22.35,-0.4,-0.9,128.9,-81.6,75.6,25.96,579,92,18.8,18.3,1
R12,Region XII (SOCCSKSARGEN),2018,5,2018-05,train,475,2,9.98,27.54,156.9,75.8,0,4759002,208.86,53.32,22.35,-0.2,-0.8,87.9,-153.5,70.5,25.83,240,105,13.7,18.8,1
R12,Region XII (SOCCSKSARGEN),2018,6,2018-06,train,447,0,9.39,26.12,455.3,84.5,0,4759002,208.86,53.32,22.35,0,-0.6,156.9,119.9,75.8,26.99,475,303,20,13.7,1
R12,Region XII (SOCCSKSARGEN),2018,7,2018-07,train,3237,15,68.02,26.54,236.5,82.8,0,4759002,208.86,53.32,22.35,0.2,-0.4,455.3,-51.4,84.5,27.65,447,122,31.2,20,1
R12,Region XII (SOCCSKSARGEN),2018,8,2018-08,train,5049,30,106.09,26.37,192.6,81.1,0,4759002,208.86,53.32,22.35,0.3,-0.2,236.5,-16.7,82.8,27.54,3237,329,26.7,31.2,1
R12,Region XII (SOCCSKSARGEN),2018,9,2018-09,train,3697,18,77.68,26.02,193.5,79.7,0,4759002,208.86,53.32,22.35,0.5,0,192.6,-45.1,81.1,26.12,5049,488,15.6,26.7,1
R12,Region XII (SOCCSKSARGEN),2018,10,2018-10,train,2353,11,49.44,26.33,327.8,82.6,0,4759002,208.86,53.32,22.35,0.7,0.2,193.5,-18.1,79.7,26.54,3697,370,23.7,15.6,1
R12,Region XII (SOCCSKSARGEN),2018,11,2018-11,train,2038,9,42.82,27.14,143.8,78,0,4759002,208.86,53.32,22.35,0.8,0.3,327.8,-62.5,82.6,26.37,2353,224,31.8,23.7,1
R12,Region XII (SOCCSKSARGEN),2018,12,2018-12,train,991,6,20.82,26.46,245.4,81.6,0,4759002,208.86,53.32,22.35,0.8,0.5,143.8,29.2,78,26.02,2038,172,16.6,31.8,1
R12,Region XII (SOCCSKSARGEN),2019,1,2019-01,test,628,4,13,26.22,246.7,80.9,0,4830244,211.98,54.4,22.35,0.7,0.7,245.4,62.8,81.6,26.33,991,558,24.6,16.6,1
R12,Region XII (SOCCSKSARGEN),2019,2,2019-02,test,1528,4,31.63,27.35,124.4,75.7,0,4830244,211.98,54.4,22.35,0.7,0.8,246.7,9.6,80.9,27.14,628,510,21.2,24.6,1
R12,Region XII (SOCCSKSARGEN),2019,3,2019-03,test,832,3,17.22,27.16,128.4,72.5,0,4830244,211.98,54.4,22.35,0.7,0.8,124.4,-46.9,75.7,26.46,1528,579,27,21.2,1
R12,Region XII (SOCCSKSARGEN),2019,4,2019-04,test,764,6,15.82,28.19,90.2,72.7,0,4830244,211.98,54.4,22.35,0.7,0.7,128.4,-79.3,72.5,26.22,832,240,20.3,27,1
R12,Region XII (SOCCSKSARGEN),2019,5,2019-05,test,543,1,11.24,27.25,310.7,81.3,0,4830244,211.98,54.4,22.35,0.6,0.7,90.2,0.3,72.7,27.35,764,475,18.9,20.3,1
R12,Region XII (SOCCSKSARGEN),2019,6,2019-06,test,2329,15,48.22,26.41,514,85.9,0,4830244,211.98,54.4,22.35,0.5,0.7,310.7,178.6,81.3,27.16,543,447,26.6,18.9,1
R12,Region XII (SOCCSKSARGEN),2019,7,2019-07,test,4823,18,99.85,26.12,188.5,82.3,0,4830244,211.98,54.4,22.35,0.3,0.7,514,-99.4,85.9,28.19,2329,3237,31.2,26.6,1
R12,Region XII (SOCCSKSARGEN),2019,8,2019-08,test,3338,11,69.11,26.69,185.3,82.3,0,4830244,211.98,54.4,22.35,0.2,0.6,188.5,-24.1,82.3,27.25,4823,5049,26.5,31.2,1
R12,Region XII (SOCCSKSARGEN),2019,9,2019-09,test,4252,16,88.03,26.38,187.5,78.8,0,4830244,211.98,54.4,22.35,0.2,0.5,185.3,-51.1,82.3,26.41,3338,3697,16.3,26.5,1
R12,Region XII (SOCCSKSARGEN),2019,10,2019-10,test,2989,18,61.88,26.65,180.8,80.2,0,4830244,211.98,54.4,22.35,0.3,0.3,187.5,-165.1,78.8,26.12,4252,2353,21.7,16.3,1
R12,Region XII (SOCCSKSARGEN),2019,11,2019-11,test,2268,10,46.95,26.12,121.5,78.8,0,4830244,211.98,54.4,22.35,0.5,0.2,180.8,-84.7,80.2,26.69,2989,2038,22.6,21.7,1
R12,Region XII (SOCCSKSARGEN),2019,12,2019-12,test,1319,6,27.31,26.16,281.9,81,0,4830244,211.98,54.4,22.35,0.5,0.2,121.5,65.8,78.8,26.38,2268,991,17.6,22.6,1
R12,Region XII (SOCCSKSARGEN),2020,1,2020-01,diagnostic_excluded,329,5,6.71,27.01,264.3,77.5,0,4901486,215.11,55.47,22.35,0.5,0.3,281.9,80.4,81,26.65,1319,628,23,17.6,1
R12,Region XII (SOCCSKSARGEN),2020,2,2020-02,diagnostic_excluded,309,2,6.3,26.82,91.5,76.9,0,4901486,215.11,55.47,22.35,0.5,0.5,264.3,-23.3,77.5,26.12,329,1528,27,23,1
R12,Region XII (SOCCSKSARGEN),2020,3,2020-03,diagnostic_excluded,121,0,2.47,27.96,203.9,74.9,0,4901486,215.11,55.47,22.35,0.4,0.5,91.5,28.5,76.9,26.16,309,832,15,27,1
R12,Region XII (SOCCSKSARGEN),2020,4,2020-04,diagnostic_excluded,172,0,3.51,28.61,165.5,73.3,1,4901486,215.11,55.47,22.35,0.2,0.5,203.9,-4,74.9,27.01,121,764,27,15,1
R12,Region XII (SOCCSKSARGEN),2020,5,2020-05,diagnostic_excluded,237,2,4.84,27.85,352.8,79.5,0,4901486,215.11,55.47,22.35,0,0.5,165.5,42.4,73.3,26.82,172,543,17.4,27,1
R12,Region XII (SOCCSKSARGEN),2020,6,2020-06,diagnostic_excluded,341,0,6.96,26.8,251.3,79.9,0,4901486,215.11,55.47,22.35,-0.3,0.4,352.8,-84.1,79.5,27.96,237,2329,33.2,17.4,1
R12,Region XII (SOCCSKSARGEN),2020,7,2020-07,diagnostic_excluded,1174,1,23.95,26.49,201.5,79.7,0,4901486,215.11,55.47,22.35,-0.4,0.2,251.3,-86.3,79.9,28.61,341,4823,25.1,33.2,1
R12,Region XII (SOCCSKSARGEN),2020,8,2020-08,diagnostic_excluded,2493,13,50.86,25.15,165.6,82.1,0,4901486,215.11,55.47,22.35,-0.6,0,201.5,-43.7,79.7,27.85,1174,3338,20.1,25.1,1
R12,Region XII (SOCCSKSARGEN),2020,9,2020-09,diagnostic_excluded,1626,5,33.17,26.52,150.1,80.6,0,4901486,215.11,55.47,22.35,-0.9,-0.3,165.6,-88.4,82.1,26.8,2493,4252,19.1,20.1,1
R12,Region XII (SOCCSKSARGEN),2020,10,2020-10,diagnostic_excluded,879,3,17.93,26.5,363.4,82.8,0,4901486,215.11,55.47,22.35,-1.2,-0.4,150.1,17.6,80.6,26.49,1626,2989,19.8,19.1,1
R12,Region XII (SOCCSKSARGEN),2020,11,2020-11,diagnostic_excluded,716,3,14.61,26.73,180.8,80.3,0,4901486,215.11,55.47,22.35,-1.3,-0.6,363.4,-25.5,82.8,25.15,879,2268,21.7,19.8,1
R12,Region XII (SOCCSKSARGEN),2020,12,2020-12,diagnostic_excluded,385,0,7.85,25.44,171.1,80,0,4901486,215.11,55.47,22.35,-1.2,-0.9,180.8,-45,80.3,26.52,716,1319,19.1,21.7,1
R13,Region XIII (Caraga),2016,1,2016-01,train,214,1,8.11,26.21,193.7,85.1,0,2638325,124.92,34.1,28.78,2,2.1,450.9,-93.4,89,27.63,523,150,33.3,31.9,1
R13,Region XIII (Caraga),2016,2,2016-02,train,190,2,7.2,25.96,436.3,86.1,0,2638325,124.92,34.1,28.78,1.9,2.2,193.7,223.5,85.1,27.12,214,106,18.1,33.3,1
R13,Region XIII (Caraga),2016,3,2016-03,train,59,0,2.24,26.78,671,91.6,0,2638325,124.92,34.1,28.78,1.6,2.3,436.3,520.8,86.1,27.05,190,79,32.6,18.1,1
R13,Region XIII (Caraga),2016,4,2016-04,train,134,0,5.08,27.49,156.8,83,0,2638325,124.92,34.1,28.78,1.1,2,671,27.7,91.6,26.21,59,114,39.2,32.6,1
R13,Region XIII (Caraga),2016,5,2016-05,train,42,0,1.59,27.69,201.3,84,0,2638325,124.92,34.1,28.78,0.6,1.9,156.8,-0.5,83,25.96,134,176,21.2,39.2,1
R13,Region XIII (Caraga),2016,6,2016-06,train,236,3,8.95,27.9,259.7,82.9,0,2638325,124.92,34.1,28.78,0.1,1.6,201.3,-2.9,84,26.78,42,241,21.5,21.2,1
R13,Region XIII (Caraga),2016,7,2016-07,train,414,2,15.69,27.04,115.2,78.2,1,2638325,124.92,34.1,28.78,-0.2,1.1,259.7,-142.8,82.9,27.49,236,587,26,21.5,1
R13,Region XIII (Caraga),2016,8,2016-08,train,302,3,11.45,27.12,274.2,82.1,0,2638325,124.92,34.1,28.78,-0.4,0.6,115.2,57.4,78.2,27.69,414,794,19.1,26,1
R13,Region XIII (Caraga),2016,9,2016-09,train,616,3,23.35,27.36,183,79,0,2638325,124.92,34.1,28.78,-0.5,0.1,274.2,-57.9,82.1,27.9,302,755,19.7,19.1,1
R13,Region XIII (Caraga),2016,10,2016-10,train,352,3,13.34,27.08,273.9,83.7,0,2638325,124.92,34.1,28.78,-0.6,-0.2,183,-9.8,79,27.04,616,837,17.3,19.7,1
R13,Region XIII (Caraga),2016,11,2016-11,train,284,1,10.76,26.28,218.4,86.6,0,2638325,124.92,34.1,28.78,-0.6,-0.4,273.9,-5.9,83.7,27.12,352,678,24.5,17.3,1
R13,Region XIII (Caraga),2016,12,2016-12,train,288,2,10.92,26.1,274,86,0,2638325,124.92,34.1,28.78,-0.6,-0.5,218.4,-14.5,86.6,27.36,284,523,23.5,24.5,1
R13,Region XIII (Caraga),2017,1,2017-01,train,54,1,2.01,25.76,190.5,84.4,0,2679941,126.89,34.73,26.45,-0.4,-0.6,274,-96.6,86,27.08,288,214,26.9,23.5,1
R13,Region XIII (Caraga),2017,2,2017-02,train,83,1,3.1,25.21,159.6,82,0,2679941,126.89,34.73,26.45,-0.4,-0.6,190.5,-53.3,84.4,26.28,54,190,21.3,26.9,1
R13,Region XIII (Caraga),2017,3,2017-03,train,57,0,2.13,25.58,157.2,83.2,0,2679941,126.89,34.73,26.45,-0.2,-0.6,159.6,7,82,26.1,83,59,18,21.3,1
R13,Region XIII (Caraga),2017,4,2017-04,train,77,1,2.87,27.31,63.2,81.1,0,2679941,126.89,34.73,26.45,0,-0.4,157.2,-65.8,83.2,25.76,57,134,19.4,18,1
R13,Region XIII (Caraga),2017,5,2017-05,train,63,0,2.35,27.78,269.3,84.5,0,2679941,126.89,34.73,26.45,0.1,-0.4,63.2,67.5,81.1,25.21,77,42,16.6,19.4,1
R13,Region XIII (Caraga),2017,6,2017-06,train,56,1,2.09,27.91,237.1,84.2,0,2679941,126.89,34.73,26.45,0.1,-0.2,269.3,-25.5,84.5,25.58,63,236,24.5,16.6,1
R13,Region XIII (Caraga),2017,7,2017-07,train,309,1,11.53,26.74,308.4,84.8,0,2679941,126.89,34.73,26.45,0,0,237.1,50.4,84.2,27.31,56,414,22.4,24.5,1
R13,Region XIII (Caraga),2017,8,2017-08,train,417,2,15.56,27.07,306.5,83.1,0,2679941,126.89,34.73,26.45,-0.2,0.1,308.4,89.7,84.8,27.78,309,302,25.3,22.4,1
R13,Region XIII (Caraga),2017,9,2017-09,train,445,4,16.6,26.92,265.4,81.6,0,2679941,126.89,34.73,26.45,-0.5,0.1,306.5,24.6,83.1,27.91,417,616,26.9,25.3,1
R13,Region XIII (Caraga),2017,10,2017-10,train,335,3,12.5,27.08,134.4,81.2,0,2679941,126.89,34.73,26.45,-0.7,0,265.4,-149.3,81.6,26.74,445,352,23.5,26.9,1
R13,Region XIII (Caraga),2017,11,2017-11,train,211,3,7.87,26.42,313.3,87.2,0,2679941,126.89,34.73,26.45,-0.8,-0.2,134.4,89,81.2,27.07,335,284,16.1,23.5,1
R13,Region XIII (Caraga),2017,12,2017-12,train,144,0,5.37,25.4,402.8,89.2,1,2679941,126.89,34.73,26.45,-0.9,-0.5,313.3,114.2,87.2,26.92,211,288,22.9,16.1,1
R13,Region XIII (Caraga),2018,1,2018-01,train,476,1,17.49,24.89,173,83.3,0,2721556,128.86,35.36,24.13,-0.9,-0.7,402.8,-114.1,89.2,27.08,144,54,30.2,22.9,1
R13,Region XIII (Caraga),2018,2,2018-02,train,319,0,11.72,25.45,285.7,86.2,0,2721556,128.86,35.36,24.13,-0.8,-0.8,173,72.8,83.3,26.42,476,83,19.9,30.2,1
R13,Region XIII (Caraga),2018,3,2018-03,train,179,1,6.58,25.83,133.6,81.7,0,2721556,128.86,35.36,24.13,-0.6,-0.9,285.7,-16.6,86.2,25.4,319,57,20.8,19.9,1
R13,Region XIII (Caraga),2018,4,2018-04,train,175,0,6.43,26.18,174.7,83.4,0,2721556,128.86,35.36,24.13,-0.4,-0.9,133.6,45.7,81.7,24.89,179,77,17.6,20.8,1
R13,Region XIII (Caraga),2018,5,2018-05,train,320,2,11.76,26.95,203.2,81.1,0,2721556,128.86,35.36,24.13,-0.2,-0.8,174.7,1.3,83.4,25.45,175,63,18.2,17.6,1
R13,Region XIII (Caraga),2018,6,2018-06,train,355,2,13.04,26.73,420.2,86.7,0,2721556,128.86,35.36,24.13,0,-0.6,203.2,157.7,81.1,25.83,320,56,21,18.2,1
R13,Region XIII (Caraga),2018,7,2018-07,train,1024,5,37.63,27.24,335,84.4,1,2721556,128.86,35.36,24.13,0.2,-0.4,420.2,76.9,86.7,26.18,355,309,32.7,21,1
R13,Region XIII (Caraga),2018,8,2018-08,train,1631,6,59.93,27.25,95.6,78.7,0,2721556,128.86,35.36,24.13,0.3,-0.2,335,-121.2,84.4,26.95,1024,417,27,32.7,1
R13,Region XIII (Caraga),2018,9,2018-09,train,1172,5,43.06,26.27,306.4,82.1,0,2721556,128.86,35.36,24.13,0.5,0,95.6,65.6,78.7,26.73,1631,445,21.4,27,1
R13,Region XIII (Caraga),2018,10,2018-10,train,1389,9,51.04,26.98,476.6,87.3,0,2721556,128.86,35.36,24.13,0.7,0.2,306.4,192.9,82.1,27.24,1172,335,22.5,21.4,1
R13,Region XIII (Caraga),2018,11,2018-11,train,1081,7,39.72,26.84,231,84.3,0,2721556,128.86,35.36,24.13,0.8,0.3,476.6,6.7,87.3,27.25,1389,211,28.9,22.5,1
R13,Region XIII (Caraga),2018,12,2018-12,train,206,1,7.57,26.42,454.6,88.8,0,2721556,128.86,35.36,24.13,0.8,0.5,231,166.1,84.3,26.27,1081,144,22.6,28.9,1
R13,Region XIII (Caraga),2019,1,2019-01,test,404,1,14.62,25.1,455.3,88.9,0,2763172,130.83,35.99,24.13,0.7,0.7,454.6,168.2,88.8,26.98,206,476,28.1,22.6,1
R13,Region XIII (Caraga),2019,2,2019-02,test,281,3,10.17,26.21,217.7,84,0,2763172,130.83,35.99,24.13,0.7,0.8,455.3,4.8,88.9,26.84,404,319,31.6,28.1,1
R13,Region XIII (Caraga),2019,3,2019-03,test,208,1,7.53,26.41,126.4,83.7,0,2763172,130.83,35.99,24.13,0.7,0.8,217.7,-23.8,84,26.42,281,179,28.1,31.6,1
R13,Region XIII (Caraga),2019,4,2019-04,test,146,0,5.28,27.1,116.8,82.1,0,2763172,130.83,35.99,24.13,0.7,0.7,126.4,-12.3,83.7,25.1,208,175,22.6,28.1,1
R13,Region XIII (Caraga),2019,5,2019-05,test,260,1,9.41,27.36,182.3,81.9,0,2763172,130.83,35.99,24.13,0.6,0.7,116.8,-19.6,82.1,26.21,146,320,18.7,22.6,1
R13,Region XIII (Caraga),2019,6,2019-06,test,360,3,13.03,27.55,308.8,83.1,0,2763172,130.83,35.99,24.13,0.5,0.7,182.3,46.2,81.9,26.41,260,355,17.4,18.7,1
R13,Region XIII (Caraga),2019,7,2019-07,test,679,2,24.57,27.28,290.5,83.3,0,2763172,130.83,35.99,24.13,0.3,0.7,308.8,32.5,83.1,27.1,360,1024,28,17.4,1
R13,Region XIII (Caraga),2019,8,2019-08,test,623,0,22.55,27.62,238,81.1,0,2763172,130.83,35.99,24.13,0.2,0.6,290.5,21.3,83.3,27.36,679,1631,22.6,28,1
R13,Region XIII (Caraga),2019,9,2019-09,test,1489,9,53.89,27.37,223.3,80.8,0,2763172,130.83,35.99,24.13,0.2,0.5,238,-17.5,81.1,27.55,623,1172,28.5,22.6,1
R13,Region XIII (Caraga),2019,10,2019-10,test,1358,10,49.15,27.08,116.9,78.7,0,2763172,130.83,35.99,24.13,0.3,0.3,223.3,-166.8,80.8,27.28,1489,1389,19.8,28.5,1
R13,Region XIII (Caraga),2019,11,2019-11,test,596,4,21.57,26.65,243.6,82.9,0,2763172,130.83,35.99,24.13,0.5,0.2,116.9,19.3,78.7,27.62,1358,1081,19.9,19.8,1
R13,Region XIII (Caraga),2019,12,2019-12,test,378,1,13.68,26.33,270.9,84.4,0,2763172,130.83,35.99,24.13,0.5,0.2,243.6,-17.6,82.9,27.37,596,206,25.4,19.9,1
R13,Region XIII (Caraga),2020,1,2020-01,diagnostic_excluded,119,1,4.24,26.07,250.9,84.7,0,2804788,132.8,36.62,24.13,0.5,0.3,270.9,-36.2,84.4,27.08,378,404,20.5,25.4,1
R13,Region XIII (Caraga),2020,2,2020-02,diagnostic_excluded,218,1,7.77,25.5,282,85.8,0,2804788,132.8,36.62,24.13,0.5,0.5,250.9,69.1,84.7,26.65,119,281,18.7,20.5,1
R13,Region XIII (Caraga),2020,3,2020-03,diagnostic_excluded,242,2,8.63,26.48,167.1,82.4,0,2804788,132.8,36.62,24.13,0.4,0.5,282,16.9,85.8,26.33,218,208,21.5,18.7,1
R13,Region XIII (Caraga),2020,4,2020-04,diagnostic_excluded,146,0,5.21,26.77,129.8,82.4,0,2804788,132.8,36.62,24.13,0.2,0.5,167.1,0.8,82.4,26.07,242,146,22.1,21.5,1
R13,Region XIII (Caraga),2020,5,2020-05,diagnostic_excluded,202,2,7.2,27.89,240.7,83.4,0,2804788,132.8,36.62,24.13,0,0.5,129.8,38.8,82.4,25.5,146,260,16.2,22.1,1
R13,Region XIII (Caraga),2020,6,2020-06,diagnostic_excluded,283,2,10.09,26.92,186.7,81.9,0,2804788,132.8,36.62,24.13,-0.3,0.4,240.7,-75.8,83.4,26.48,202,360,22.4,16.2,1
R13,Region XIII (Caraga),2020,7,2020-07,diagnostic_excluded,326,0,11.62,26.57,354.9,84.1,0,2804788,132.8,36.62,24.13,-0.4,0.2,186.7,96.8,81.9,26.77,283,679,22.6,22.4,1
R13,Region XIII (Caraga),2020,8,2020-08,diagnostic_excluded,503,5,17.93,26.69,203,81.6,0,2804788,132.8,36.62,24.13,-0.6,0,354.9,-13.8,84.1,27.89,326,623,32.3,22.6,1
R13,Region XIII (Caraga),2020,9,2020-09,diagnostic_excluded,784,4,27.95,27.14,263,83.5,1,2804788,132.8,36.62,24.13,-0.9,-0.3,203,22.1,81.6,26.92,503,1489,22.1,32.3,1
R13,Region XIII (Caraga),2020,10,2020-10,diagnostic_excluded,406,4,14.48,26.56,446.9,87.3,0,2804788,132.8,36.62,24.13,-1.2,-0.4,263,163.2,83.5,26.57,784,1358,23.3,22.1,1
R13,Region XIII (Caraga),2020,11,2020-11,diagnostic_excluded,583,2,20.79,26.47,228,86,0,2804788,132.8,36.62,24.13,-1.3,-0.6,446.9,3.7,87.3,26.69,406,596,28.7,23.3,1
R13,Region XIII (Caraga),2020,12,2020-12,diagnostic_excluded,325,3,11.59,25.81,138.7,85.5,0,2804788,132.8,36.62,24.13,-1.2,-0.9,228,-149.9,86,27.14,583,378,19.1,28.7,1
R2,Region II (Cagayan Valley),2016,1,2016-01,train,188,1,5.37,23.07,95.4,82.7,0,3498277,117.25,19.28,12.9,2,2.1,274.5,-84.3,83.1,25.5,495,169,25.3,25.7,1
R2,Region II (Cagayan Valley),2016,2,2016-02,train,86,0,2.46,23.15,192.7,86.8,0,3498277,117.25,19.28,12.9,1.9,2.2,95.4,45.7,82.7,25.56,188,164,15,25.3,1
R2,Region II (Cagayan Valley),2016,3,2016-03,train,56,0,1.6,23.99,153.9,84.3,0,3498277,117.25,19.28,12.9,1.6,2.3,192.7,64.1,86.8,24.2,86,51,22.4,15,1
R2,Region II (Cagayan Valley),2016,4,2016-04,train,71,0,2.03,26.33,111.7,84.8,0,3498277,117.25,19.28,12.9,1.1,2,153.9,25,84.3,23.07,56,142,23.5,22.4,1
R2,Region II (Cagayan Valley),2016,5,2016-05,train,95,0,2.72,27.7,169.9,81.1,0,3498277,117.25,19.28,12.9,0.6,1.9,111.7,-54.1,84.8,23.15,71,215,15.7,23.5,1
R2,Region II (Cagayan Valley),2016,6,2016-06,train,133,1,3.8,28.27,174.4,81.7,0,3498277,117.25,19.28,12.9,0.1,1.6,169.9,-17.1,81.1,23.99,95,311,18.9,15.7,1
R2,Region II (Cagayan Valley),2016,7,2016-07,train,360,1,10.29,27.1,366.6,81.6,0,3498277,117.25,19.28,12.9,-0.2,1.1,174.4,43.2,81.7,26.33,133,392,20.8,18.9,1
R2,Region II (Cagayan Valley),2016,8,2016-08,train,367,1,10.49,27.19,381.1,84.9,0,3498277,117.25,19.28,12.9,-0.4,0.6,366.6,64.5,81.6,27.7,360,1073,30.9,20.8,1
R2,Region II (Cagayan Valley),2016,9,2016-09,train,420,0,12.01,26.38,236.1,84.1,0,3498277,117.25,19.28,12.9,-0.5,0.1,381.1,-30.3,84.9,28.27,367,1866,31.5,30.9,1
R2,Region II (Cagayan Valley),2016,10,2016-10,train,539,3,15.41,25.77,287.1,83.8,0,3498277,117.25,19.28,12.9,-0.6,-0.2,236.1,-26.8,84.1,27.1,420,1260,21.9,31.5,1
R2,Region II (Cagayan Valley),2016,11,2016-11,train,194,1,5.55,24.2,284,86.2,0,3498277,117.25,19.28,12.9,-0.6,-0.4,287.1,-38.7,83.8,27.19,539,456,27.9,21.9,1
R2,Region II (Cagayan Valley),2016,12,2016-12,train,165,2,4.72,23.47,143.2,83.6,0,3498277,117.25,19.28,12.9,-0.6,-0.5,284,-268.8,86.2,26.38,194,495,24.7,27.9,1
R2,Region II (Cagayan Valley),2017,1,2017-01,train,49,0,1.38,22.66,185.2,87.1,0,3545144,118.82,19.33,12.69,-0.4,-0.6,143.2,5.5,83.6,25.77,165,188,16.3,24.7,1
R2,Region II (Cagayan Valley),2017,2,2017-02,train,49,1,1.38,22.12,177.9,84.5,0,3545144,118.82,19.33,12.69,-0.4,-0.6,185.2,30.9,87.1,24.2,49,86,23.5,16.3,1
R2,Region II (Cagayan Valley),2017,3,2017-03,train,46,0,1.3,23.45,85.9,81.7,0,3545144,118.82,19.33,12.69,-0.2,-0.6,177.9,-3.9,84.5,23.47,49,56,19.2,23.5,1
R2,Region II (Cagayan Valley),2017,4,2017-04,train,60,0,1.69,26.18,124.4,82.7,0,3545144,118.82,19.33,12.69,0,-0.4,85.9,37.7,81.7,22.66,46,71,17.2,19.2,1
R2,Region II (Cagayan Valley),2017,5,2017-05,train,35,1,0.99,27.68,260.7,80.4,0,3545144,118.82,19.33,12.69,0.1,-0.4,124.4,36.7,82.7,22.12,60,95,16.4,17.2,1
R2,Region II (Cagayan Valley),2017,6,2017-06,train,137,1,3.86,27.89,155.2,80,0,3545144,118.82,19.33,12.69,0.1,-0.2,260.7,-36.3,80.4,23.45,35,133,23.1,16.4,1
R2,Region II (Cagayan Valley),2017,7,2017-07,train,315,1,8.89,27.19,282.6,81.5,0,3545144,118.82,19.33,12.69,0,0,155.2,-40.9,80,26.18,137,360,13.3,23.1,1
R2,Region II (Cagayan Valley),2017,8,2017-08,train,241,1,6.8,26.7,552.2,90.1,0,3545144,118.82,19.33,12.69,-0.2,0.1,282.6,235.6,81.5,27.68,315,367,24.8,13.3,1
R2,Region II (Cagayan Valley),2017,9,2017-09,train,596,3,16.81,26.85,418,87.3,0,3545144,118.82,19.33,12.69,-0.5,0.1,552.2,151.6,90.1,27.89,241,420,39.1,24.8,1
R2,Region II (Cagayan Valley),2017,10,2017-10,train,366,1,10.32,25.38,376.9,84.9,0,3545144,118.82,19.33,12.69,-0.7,0,418,63,87.3,27.19,596,539,25.7,39.1,1
R2,Region II (Cagayan Valley),2017,11,2017-11,train,133,0,3.75,25.03,507.5,91.3,0,3545144,118.82,19.33,12.69,-0.8,-0.2,376.9,184.7,84.9,26.7,366,194,30,25.7,1
R2,Region II (Cagayan Valley),2017,12,2017-12,train,142,1,4.01,23.44,618.4,91.9,0,3545144,118.82,19.33,12.69,-0.9,-0.5,507.5,206.4,91.3,26.85,133,165,30.8,30,1
R2,Region II (Cagayan Valley),2018,1,2018-01,train,372,4,10.36,22.8,153.6,84.5,0,3592010,120.39,19.38,12.47,-0.9,-0.7,618.4,-26.1,91.9,25.38,142,49,40.3,30.8,1
R2,Region II (Cagayan Valley),2018,2,2018-02,train,198,1,5.51,21.63,120.3,83.8,0,3592010,120.39,19.38,12.47,-0.8,-0.8,153.6,-26.7,84.5,25.03,372,49,18.4,40.3,1
R2,Region II (Cagayan Valley),2018,3,2018-03,train,169,1,4.7,23.73,35.5,81.1,0,3592010,120.39,19.38,12.47,-0.6,-0.9,120.3,-54.3,83.8,23.44,198,46,27.3,18.4,1
R2,Region II (Cagayan Valley),2018,4,2018-04,train,205,1,5.71,25.93,57.6,80,0,3592010,120.39,19.38,12.47,-0.4,-0.9,35.5,-29.1,81.1,22.8,169,60,15.1,27.3,1
R2,Region II (Cagayan Valley),2018,5,2018-05,train,221,1,6.15,27.16,184.5,81.1,0,3592010,120.39,19.38,12.47,-0.2,-0.8,57.6,-39.5,80,21.63,205,35,14,15.1,1
R2,Region II (Cagayan Valley),2018,6,2018-06,train,243,1,6.77,26.63,324.8,83.5,0,3592010,120.39,19.38,12.47,0,-0.6,184.5,133.3,81.1,23.73,221,137,19.7,14,1
R2,Region II (Cagayan Valley),2018,7,2018-07,train,539,3,15.01,27.37,466.9,85.8,0,3592010,120.39,19.38,12.47,0.2,-0.4,324.8,143.4,83.5,25.93,243,315,24.7,19.7,1
R2,Region II (Cagayan Valley),2018,8,2018-08,train,1265,3,35.22,26.5,213.4,81.2,0,3592010,120.39,19.38,12.47,0.3,-0.2,466.9,-103.2,85.8,27.16,539,241,33.1,24.7,1
R2,Region II (Cagayan Valley),2018,9,2018-09,train,937,4,26.09,26.86,337.6,85.8,0,3592010,120.39,19.38,12.47,0.5,0,213.4,71.2,81.2,26.63,1265,596,25.8,33.1,1
R2,Region II (Cagayan Valley),2018,10,2018-10,train,1691,5,47.08,25.51,165.4,85,0,3592010,120.39,19.38,12.47,0.7,0.2,337.6,-148.5,85.8,27.37,937,366,24.9,25.8,1
R2,Region II (Cagayan Valley),2018,11,2018-11,train,409,3,11.39,25.05,250.8,86.2,0,3592010,120.39,19.38,12.47,0.8,0.3,165.4,-72,85,26.5,1691,133,15.9,24.9,1
